source_file,abstract,pyrolysis_related,include_in_oil_db,reason,flags
S036031992102485X__META_ABS.xml,"Title: Multifaceted analysis of products from the intermediate co-pyrolysis of biomass with Tetra Pak waste
Abstract: This study investigates the co-pyrolysis of two types of biomass (pine bark and wheat straw) with Tetra Pak waste (TPW). The experiments were performed using a fixed-bed reactor equipped with an innovative system, where a sample was rapidly heated to 600 °C before being rapidly cooled. The multifaceted analysis included the determination of the i) physical and chemical properties of the feedstocks and chars, ii) aqueous phase, tars, and waxes, iii) char ignition and burnout temperature, iv) chemical composition of gas, and v) distribution of carbon and hydrogen in the obtained products. The results showed that the addition of TPW to the both types of biomass significantly reduced the char mass and aqueous phase, decreased the carbon, hydrogen, and nitrogen contents of the char, and increased the wax and tar yields retained in the water cooler. Different organic compounds such as alkenes, aromatic hydrocarbons, and acids were found in tars and waxes. The chemical composition of the released gases was detected in situ (by a flue-gas analyser) and ex-situ (using gas chromatography). Changes in the concentrations of H2, CH4, CO, CO2, and C2–C4 were observed. The addition of Tetra Pak to the two types of biomass had an evident and positive effect on the hydrogen content of the pyrolysis gas.",YES,NO,"Co-pyrolysis with biomass, no pure plastic oil composition data and no oil focus",CO_PYROLYSIS;OIL_NOT_MAIN_PRODUCT
S0926860X07004759__META_ABS.xml,"Title: Influence of the final “ageing” temperature on the regeneration behaviour and location of the coke obtained in the HZSM-5 and USY zeolites during the LDPE cracking
Abstract: In this work, the influence of the “ageing” temperature on the location and regeneration behaviour of the coke obtained in the cracking of LDPE in the presence of HZSM-5 and USY zeolites is studied. The coke content in the zeolites is influenced by the thermal treatment, and for both zeolites studied, the higher the final cracking temperature the lower the coke content. The nitrogen adsorption isotherms have shown the different deactivation mechanisms, related to the possible different locations of the coke on each zeolite and the influence of the final cracking temperature on these parameters. The regeneration study of the coked zeolites has shown that the coke combustion process strongly depends on the insoluble content of the coke (i.e., of the presence of bulky polyaromatic compounds) and of the zeolite framework.",YES,NO,"The study focuses on coke formation and regeneration behavior in zeolites during LDPE pyrolysis, with no reported oil composition or liquid product data.",CATALYST_MECHANISM_FOCUS;NO_OIL_INFO
S0016236123018045__META_ABS.xml,"Title: Insight into the engine performance of pyro-oil synthesized through catalytic co-pyrolysis of mixed waste plastics in the presence of dolomite modified with silica and ZSM-5
Abstract: The production of hydrocarbon-rich liquid fuels from mixed waste plastics through the catalytic pyrolysis process is reported including engine performance. Four different catalysts, viz., DOL, SiDOL, ZSM-5, and ZSMDOL, were prepared and characterized using XRD, FTIR, FE-SEM, and EDX. The catalytic activity was assessed in pyrolysis process to produce pyro-oils. The fuel properties were determined using various ASTM methods. The analysis showed that catalysts can change fuel properties such as viscosity, density, cloud & pour points, flash & fire points, calorific values, etc. The GC–MS results suggested a higher fraction (66–85%) of lower hydrocarbons (<C12) are formed during catalytic cracking as compared to thermal cracking (∼51%). FTIR and NMR analysis confirmed the presence of different hydrocarbons (paraffin, olefin, and aromatics) in pyro-oils. A higher percentage of aromatic hydrocarbons was seen with ZSM-5 catalyst due to diffusion of primary pyrolysis products into catalyst pores resulting in formation of aromatics via a common hydrocarbon pool and higher H/C value in the feedstock. Engine performance test with 10% pyro-oil blending enhanced the brake-thermal efficiency by 1.01–10% and reduces brake-specific fuel consumption by 8.72–10.1%. On the other hand, CO emission was reduced by 40.4%, 20%, 16.1%, 8.9%, and 6.2% when commercial diesel was blended with PO-NC, PO-DOL, PO-SiDOL, PO-ZSM, and PO-ZSMDOL, respectively. Similarly, the emissions of HC and NOx were reduced by 61% and 10.85%, respectively, when the pyro-oil blend was used. Approx. 54% reduction in carbon residue was also achieved in the case of catalytic pyro-oils blended fuel sample.",YES,NO,"Co-pyrolysis of mixed waste plastics with catalysts, without clear data on pure plastic oil composition, and focus on engine performance and fuel properties rather than plastic fingerprinting.",CO_PYROLYSIS;OIL_NOT_MAIN_PRODUCT
S0165237007000848__META_ABS.xml,"Title: Catalytic degradation of polyolefins over hexagonal mesoporous silica: Effect of aluminum addition
Abstract: Degradations of polypropylene (PP) and polyethylene (PE) over pure hexagonal mesoporous silica and aluminum-containing hexagonal mesoporous silica catalysts were studied in a fixed bed catalytic reactor at 380 and 430°C, respectively. The thermal and catalytic degradations of both PP and PE in liquid-phase-contact and vapor-phase-contact modes over pure hexagonal mesoporous silica had no significant effect on the product yields. The liquid products were widely distributed in hydrocarbons with boiling point ranges of 36–405°C. By adding a small amount of aluminum to the hexagonal mesoporous material, aluminium-containing hexagonal mesoporous silica exhibited good performance in cracking heavy molecular weight hydrocarbons into light hydrocarbons. High liquid yields and less coke deposits were obtained in liquid-phase-contact reaction with increasing aluminum content. The liquid products were mainly composed of C5–C10 hydrocarbons with boiling points of 36–174°C, and propene, butene, and butane were main components in gaseous products. The effect of degradation temperature was not observed on product yields though degradation rate of polyolefin into liquid products was faster. Conversely, in vapor-phase-contact reaction, an increase in gaseous yield was observed when increasing the amount of aluminum and temperature of the cracking reactor, while the residue yield remained constant.",YES,YES,"PP and PE single-polymer pyrolysis with detailed oil composition data (C5–C10 hydrocarbons, boiling range, and product distribution) reported.",SINGLE_PLASTIC;HAS_OIL_COMPOSITION;HAS_OIL_YIELD_DATA;GENERAL_CATALYST
S0165237024002705__META_ABS.xml,"Title: Assessment of heating rate and mixing ratio on the synergistic effects of co-pyrolysis of pine sawdust and high-density polyethylene
Abstract: The co-pyrolysis of biomass and plastics presents a promising approach for generating hydrocarbon fuels and high-value chemicals while addressing environmental pollution concerns. This study investigates the pyrolysis process by examining mixtures of pine sawdust (PS) and high-density polyethylene (HDPE) with varying mass proportions and heating rates using analytical methods including thermogravimetric analysis and differential scanning calorimetry (TGA-DSC), thermogravimetry coupled with Fourier transform infrared spectroscopy (TG-FTIR) coupled analysis, pyrolysis gas chromatography-mass spectrometry (Py-GC-MS) and kinetic analysis. The study highlights the impact of heating rate on product distribution, with significant changes observed when the biomass ratio is at 30 %. Moreover, the addition of high-density polyethylene leads to an increase in polyol content in the liquid product. Analysis of product types reveals that plastics act as “hydrogen donors,” supplying hydrogen to biomass during co-pyrolysis, thus reducing oxygen chemicals. Results from the kinetic analysis show that the activation energy for co-pyrolysis is lower than individual pyrolysis, also indicating a synergistic effect. Overall, this research provides insights into the synergistic benefits of co-pyrolysis and establishes a theoretical foundation for advancing co-pyrolysis technology.",YES,NO,"Co-pyrolysis with biomass, no pure plastic-only condition with oil composition data reported.",CO_PYROLYSIS
S2451904923007217__META_ABS.xml,"Title: Microwaves assisted deconstruction of HDPE waste into structured carbon and hydrogen fuel using Al2O3-(Ni, Zn, Mg)Fe2O4 composite catalysts
Abstract: Plastic waste management is becoming an issue of global concern due to the excessive consumption of plastics with one-time use. The decomposition of plastic into valuable products by catalytic pyrolysis has gained significant attention as a promising method of valorizing plastic waste. This paper demonstrates the microwave-assisted decomposition of plastic waste materials for carbon nanotubes (CNTs) and high H2 production using magnetic-based catalysts via in-situ exsolution. Magnetic-based catalysts, namely Al2O3-NiFe2O4, Al2O3-ZnFe2O4, and Al2O3-MgFe2O4 were prepared using aluminum oxide, iron nitrate, zinc nitrate, and magnesium nitrate. CNTs and H2 were produced from the decomposition of wasted HDPE using the prepared catalysts. The Al2O3-NiFe2O4 catalyst showed better formation of CNTs and gas due to its low dielectric loss factor. The high surface area and magnetic-support interaction also promoted the catalytic activity of the catalyst. The oil byproduct mainly contained C8-C16 compounds, showing better selectivity for small molecules in the tested process. Conclusively, Al2O3-NiFe2O4 produced CNTs with good structural properties and fewer impurities than Al2O3-ZnFe2O4 and Al2O3-MgFe2O4 composites. The Al2O3-NiFe2O4 catalyst showed 90% hydrogen composition in evolved gases. In all cases, almost 90% of the hydrogen evolved from the feedstock within the first 2 min of the processing time.",YES,NO,"Main focus is on CNT and hydrogen production, with oil as a minor byproduct not central to the study.",TARGET_CNT;TARGET_HYDROGEN;OIL_NOT_MAIN_PRODUCT
S2213343724003567__META_ABS.xml,"Title: Catalytic pyrolysis of plastic waste using metal-incorporated activated carbons for monomer recovery and carbon nanotube synthesis
Abstract: As the global plastic waste crisis intensifies, innovative and sustainable solutions are urgently needed. This study evaluated waste-derived metal-incorporated activated carbon (AC) catalysts for the pyrolysis of mixed plastic waste to generate value-added products, focusing on product yield distribution, composition, hydrogen, and carbon nanotube (CNT) formation. Pyrolysis-catalysis experiments were conducted using a two-stage fixed-bed reactor, wherein the temperature was maintained at 500 °C in first stage (pyrolysis) and varied (500, 600, and 700 °C) in the second stage (catalysis). The tested ACs were incorporated with nickel (Ni-AC), iron (Fe-AC), and zinc (Zn-AC) to assess the impact of metal particles distributed on the carbonaceous support in the second stage. The results from the ACs were compared to those obtained using zeolite (H-ZSM-5), Raw-AC, and non-catalytic runs. The Ni-AC and Fe-AC demonstrated superior catalytic activity, with Ni-AC being more efficient in producing hydrogen (4.24 wt%) and CNTs (34.5 wt%) with diameters of approximately 30 nm, and Fe-AC leading to higher gas yields (68.8 wt%) and CNTs (12.4 wt%) of around 60 nm. In contrast, Zn-AC and Raw-AC presented limited effectiveness, although Raw-AC moderately outperformed Zn-AC with enhanced gas yields and reduced oil/wax yields. The zeolite H-ZSM-5 exhibited the highest gas yields (78 wt%), converting heavy fractions into lighter molecules, notably the monomers ethylene and propylene. These findings provide valuable insights into catalyst selection and optimization for plastic waste pyrolysis processes, with H-ZSM-5 being the most effective catalyst for monomer recovery, and Ni-AC and Fe-AC demonstrating promising results.",YES,NO,"Main focus is on hydrogen and carbon nanotube production, with oil composition not reported as a primary or central output.",TARGET_HYDROGEN;TARGET_CNT;OIL_NOT_MAIN_PRODUCT
S1743967125001370__META_ABS.xml,"Title: Co-pyrolysis of Chlorella pyrenoidosa and polystyrene: kinetics and product distributions
Abstract: Co-pyrolysis of algae with polystyrene (PS) offers a promising and efficient approach to enhancing the quality of algae-derived bio-oil. This study investigated the thermal decomposition behavior, activation energy, and product distribution during the co-pyrolysis of Chlorella pyrenoidosa (CP) and PS. Thermal decomposition behavior was analyzed using non-isothermal thermogravimetric analysis (TGA) at heating rates of 10–40 °C/min. The activation energies were calculated using the OFW, KAS, and STK methods. Product distributions were examined using Py-GC/MS at 600 °C. TGA results revealed that the co-pyrolysis of CP and PS proceeded through four stages. Increasing CP proportions shifted pyrolysis temperatures toward higher values. The addition of PS significantly reduced the apparent activation energy, with the strongest positive synergistic effect at a CP5PS5 ratio. The average apparent activation energies for CP5PS5 were 180, 179, and 179 kJ/mol, as determined by the OFW, KAS, and STK methods, respectively. Py-GC/MS analysis revealed significant changes in the bio-oil composition with increasing PS content. The yields of MAHs and PAHs increased, while aliphatic hydrocarbons, oxygen-containing compounds, and nitrogen-containing compounds decreased. At a CP5PS5 ratio, MAHs increased to 67.09 %, PAHs increased to 30.22 %, oxygen-containing compounds dropped to 2.05 %, and nitrogen-containing compounds became undetectable. Co-pyrolysis of algae with PS provides a simple, effective, and scalable approach for upgrading bio-oil quality while simultaneously contributing to the management of plastic waste.",YES,NO,"Co-pyrolysis with biomass (Chlorella) without separate pure plastic data, distorting plastic oil fingerprints.",CO_PYROLYSIS
S0960852420315510__META_ABS.xml,"Title: Recovery of renewable aromatic and aliphatic hydrocarbon resources from microwave pyrolysis/co-pyrolysis of agro-residues and plastics wastes
Abstract: The present study focussed on recovering the valuable carbon resources from agro-residues (wheat straw, rice husk) and waste plastics (polypropylene, polystyrene) using microwave pyrolysis and co-pyrolysis. The main objective of this study is to investigate the effect of the susceptor blending mechanism on the co-pyrolysis product distribution. Graphite was mixed with feedstock in a new approach to achieving homogeneity, and microwave power of 600 W was used. The average heating rate (52–67 (°C/min)), microwave energy required (2267–2936 (J/g)), heat energy utilized (1410–1444 (J/g)), and conductive heat losses (85–110 (J/g)) were analyzed. The selectivity of cyclic alkanes and alkenes (65.5%) was found to be high in polypropylene pyrolysis oil. Polystyrene pyrolysis oil predominantly contained cyclooctatetraene (61%) compound. Bio-oil obtained from wheat straw predominantly contained aromatic hydrocarbons (85%), whereas rice husk oil also contains high selectivity aromatic hydrocarbons (37.8%) along with aliphatic hydrocarbons (54.9%). The co-pyrolysis oils has high selectivity of aromatics.",YES,NO,"Co-pyrolysis with biomass, no pure plastic-only condition with oil composition data for fingerprinting.",CO_PYROLYSIS;OIL_NOT_MAIN_PRODUCT
S0360544221020624__META_ABS.xml,"Title: Kinetics and characteristics of activator-assisted pyrolysis of municipal waste plastic and chlorine removal using hot filter filled with absorbents
Abstract: Pyrolysis of municipal waste plastic was conducted using a two-stage pyrolysis process with auger and fluidized bed reactors. The current study comprises two parts: a kinetic study and pyrolysis experiments using activator-assisted pyrolysis. The kinetic study was performed using the distributed activation energy model, and it revealed that the average activation energy for activated molecules was 7 kJ/mol lower than that for unactivated molecules. The pyrolysis experiment confirmed that the activation of molecules resulted in an enhanced gas production. In particular, the methane and ethene yields increased by 11 and 8 wt%, respectively, when molecules were activated. A higher flow rate of the product gas used as the fluidizing gas resulted in a decrease in the gas yield. CaO and Na2CO3 were used as absorbents for chlorinated compounds produced during pyrolysis to reduce the level of Cl in the oil. The absorbents, at first, changed the product distribution, enhancing the production of mono-aromatics. In particular, the benzene yield with Na2CO3 amounted to 10 wt%. The two absorbents were excellent in reducing the Cl content in oil. Between the two absorbents, Na2CO3 proved to be the better, reducing the Cl content to 65 ppm.",YES,NO,"The study focuses on chlorine removal and gas yield enhancement using absorbents, with limited emphasis on oil composition or liquid product fingerprinting.",TARGET_HYDROGEN;NO_OIL_INFO;OIL_NOT_MAIN_PRODUCT
S2214785321083139__META_ABS.xml,"Title: Catalytic pyrolysis of polyethylene waste with Fuller’s earth clay and metal oxides under mild conditions
Abstract: Numerous studies have been conducted to investigate the suitable processing of polyethylene into fuel using various clay catalysts but they were found to be less active and their yield was also lower than other catalysts such as Y zeolite. Furthermore, the heavier liquid products were obtained by utilizing clay catalysts. Keeping this point in view, the current investigation aimed to examine the aspects of catalytic degradation of polymer utilizing fuller's earth clay as the catalyst and various metal oxides as an additive. A series of experiments were carried out using three different catalysts. The plastic used was high-density polyethylene (HDPE) waste, whereas blended mixtures of (ZnO + Clay), (Fe(III)Oxide + Clay), and (Ni Oxide + Clay) were used as a catalyst. The plastic (HDPE) catalytically cracked under controlled conditions of 300 °C and 22 psi and in half-hour reaction time via cylindrical reactor (1 ft length, 0.5 ft diameter with a lid. The gaseous mixture produced during the catalytic degradation of the polymer was then analyzed in a gas chromatograph-mass spectrometer. The proportion of products i.e., propene, butyl isocyanide, and 1-pentene produced using clay and Fe (III) Oxide was higher compared to the other two catalysts. The concentration wt% of propene, butyl isocyanide, and i-pentene in the case of Fe (III)Oxide + Clay catalyst were 55.10 wt%, 30.10 wt%, and 15.30 wt% as compared to ZnO + Clay catalyst and Ni Oxide + Clay catalyst which contain amounts lower than Fe(III)Oxide + Clay catalyst. This was primarily due to milder acidity and high active sites of the Clay + Fe (III) Oxide catalyst. Furthermore, the experimental setup developed in this work appeared to be feasible to produce low molecular weight hydrocarbons.",YES,NO,"The study focuses on gas product distribution and catalyst performance rather than liquid/oil composition or yield, with no reported data on oil product characteristics.",NO_OIL_INFO;OIL_NOT_MAIN_PRODUCT
S1743967118308626__META_ABS.xml,"Title: Influence of catalyst bed temperature and properties of zeolite catalysts on pyrolysis-catalysis of a simulated mixed plastics sample for the production of upgraded fuels and chemicals
Abstract: The pyrolysis-catalysis of a simulated mixture of plastics representing the plastic mixture found in municipal solid waste has been carried out to determine the influence of process conditions on the production of upgraded fuel oils and chemicals and gases. The catalysts used were spent zeolite from a fluid catalytic cracker (FCC), Y-zeolite and ZSM-5 zeolite. The addition of a catalyst to the process produced a marked increase in gas yield, with more gas (mainly C1–C4 hydrocarbons) being produced as the temperature of the catalyst was raised from 500 °C to 600 °C. The Si/Al ratio of the catalysts influenced the composition of other gases with the more basic catalysts producing more CO and the strongly acidic catalyst producing more H2. The yield of product oil decreased with the addition of the catalysts, but the oil was of significantly lower molecular weight range, containing a product slate of premium fuel range C5–C15 hydrocarbons. In addition, the content of aromatic compounds in the product oil was increased; for example, benzene and toluene accounted for more than 90% of the aromatic content of the oil from the strongly acidic Y-zeolite catalysts. A reaction scheme is proposed for the production of single-ring aromatic compounds via pyrolysis-catalysis of plastics.",YES,NO,"Co-pyrolysis of a simulated mixed plastic sample with zeolite catalysts, focusing on aromatic production and gas yield, with no clear data on pure plastic oil composition or fingerprinting.",CO_PYROLYSIS;TARGET_AROMATICS;OIL_NOT_MAIN_PRODUCT
S0921344925004884__META_ABS.xml,"Title: A fluorine-restrained pyrolysis process for sustainable photovoltaic modules recycling: two-stage decomposition of EVA and fluorine-containing backsheets
Abstract: Annually accumulating decommissioned Photovoltaic modules pose severe environmental risks. Pyrolysis is key for resource recovery via disassembly, but conventional 500 °C pyrolysis produces hazardous fluorinated pollution. This study analyzed pyrolysis mechanisms for EVA encapsulant and fluorinated KPK backsheets (PVDF/PET/PVDF) using thermal, IR, and MS techniques. Key findings: (1) EVA pyrolyzes in two stages: dominant deacetylation (300–400 °C), then chain scission (400–500 °C); (2) PVDF decomposition (300–600 °C) releases most fluorine as gaseous pollutants (e.g., 1,2,4-trifluorobenzene, SiF₄), leaving fluoride-containing solid residues; (3) The major KPK weight loss peak (350–500 °C) stems primarily from PET. Exploiting these thermal properties, a novel two-stage, fluorine-controlled process is proposed: First, heat to 350 °C to trigger intense EVA deacetylation and adhesion loss before significant PVDF cracking, allowing non-polluting backsheet removal. Then, raise temperature to 500 °C to fully pyrolyze residual EVA. This clarifies fluoride pathways and offers a practical emission-mitigation solution for thermal dismantling.",NO,NO,"The study focuses on fluorine emission control and thermal decomposition mechanisms of photovoltaic module components, with no reported liquid/oil product composition or yield data.",NO_EXTRACTABLE_DATA
S1876107025002378__META_ABS.xml,"Title: Conversion of polypropylene into valued-added gasoline range hydrocarbons by catalytic pyrolysis at atmospheric pressure: different composite catalysts of HZSM-5, HY and MCM-41
Abstract: Background The synergic effect of textural and acidity properties of zeolite composite catalysts needs to be investigated, to improve catalyst design for plastic pyrolysis. The proximity of the acid sites of the catalysts can increase accessibility and reduce the diffusion limitation of macromolecules, improving the performance of zeolite catalysts. Methods In this study, polypropylene (PP) pyrolysis was studied over different zeolites (ZSM-5, HY, and MCM-41) and their diverse composites in a dual-bed fixed bed reactor at atmospheric pressure. The parent catalysts were synthesized by hydrothermal method and two techniques (granular mixing and powder mixing) were applied to prepare the composite catalysts. The structure and acidity of the catalysts were characterized by FE-SEM, XRD, BET-BJH, NH3-TPD, FT-IR, and TGA techniques. Significant Findings The catalysts included a uniform morphology, high crystallinity, high surface area (>360 m2g−1), and mesopore structure. The MCM-41/HY composite catalyst had superior catalytic performance in both forms of granular mixing and powder mixing. The highest amount of gasoline hydrocarbons (76.6 %) was achieved by the powder mixing, including olefin (28.3 %), paraffin (1.7 %), isoparaffin (8 %), aromatic (5.6 %), and cyclo compounds (32.4 %). The developed catalyst showed high stability, reusability, and low coke tendency. Furthermore, high activity was achieved in the pyrolysis of real PP waste plastic. The composite catalysts offer improved shape selectivity and porosity, reducing the diffusion limitation of macromolecules and leading to high activity in multi-step/cascade reactions. The results confirmed the high potential of the zeolite composite catalysts in catalytic pyrolysis of PP.",YES,YES,Pure polypropylene pyrolysis with detailed gasoline-range hydrocarbon composition from GC-based analysis and high oil yield data.,SINGLE_PLASTIC;HAS_OIL_COMPOSITION;HAS_OIL_YIELD_DATA;GENERAL_CATALYST
S0016236125005514__META_ABS.xml,"Title: Experimental determination of quantitative yields from polymethyl methacrylate (PMMA) flash pyrolysis in a fluidized bed reactor via online FTIR gas analysis
Abstract: Chemical recycling processes, such as pyrolysis, have the potential to break down the polymer (e.g., polymethyl methacrylate, PMMA) into its main building blocks (monomers), and thus enable the preservation of full functionality in closed-loop recycling processes. In this study, products from flash pyrolysis of PMMA are quantitatively determined using an ex situ exhaust gas analysis by means of Fourier-transform infrared (FTIR) spectroscopy. To achieve this, the FTIR is additionally calibrated for methyl methacrylate (MMA) with an MMA/N2 mixture of various concentrations. Flash pyrolysis conditions (heating rates approximately 10 3 K s − 1 ) are realized with a small-scale fluidized bed reactor operated with a nitrogen atmosphere and temperatures between 573 and 873 K with a continuous feed of PMMA granules. The experiments reveal MMA yields up to 90 % at 673 K. With increasing temperature, the MMA yield drops to approximately 50 % at 873 K. In return, the yields of the MMA decomposition products such as carbon dioxide (CO2), methane (CH4), carbon monoxide (CO), propylene (C3H6), and formaldehyde (CH2O) increase. The approximated residence time of 20–30 s leads to a stronger decomposition of the MMA into its fragments (especially at higher temperatures) than in other studies, which can be well modeled with a single first-order decomposition mechanism. A detailed analysis of captured condensate reveals a high purity of MMA, which enables the feedback into the polymerization process.",YES,NO,"The study focuses on monomer (MMA) recovery and gas product analysis, with no meaningful oil composition or liquid product data reported.",TARGET_AROMATICS;NO_OIL_INFO;OIL_NOT_MAIN_PRODUCT
S0016236122002101__META_ABS.xml,"Title: Cracking of plastic pyrolysis oil over FCC equilibrium catalysts to produce fuels: Kinetic modeling
Abstract: The kinetics of the catalytic cracking of plastic pyrolysis oil (PPO) over three FCC (fluid catalytic cracking) equilibrium commercial catalysts has been modeled. The PPO comes from the fast pyrolysis of high-density polyethylene (HDPE). The cracking runs have been carried out in a laboratory-scale reactor under FCC conditions: 500–560 °C; catalyst/oil weight ratio of 5 gcat gPPO -1; and contact time of 1.5–6 s. Four different reaction schemes composed of six lumps have been compared and it has been obtained by statistical means that the simplest one is the most appropriate for describing the process. The differences in the kinetic parameters have been related to the properties of the catalysts. Among them, total acidity and mesoporous structure have a key role. The former for promoting the cracking reactions and the latter for limiting the diffusional restrictions of both the bulky compounds within the PPO and the formed coke precursors. This way, ECAT-3 that is the most acid and most mesoporous catalyst, maximizes the yields of naphtha (33.6 wt%) and liquefied petroleum gases (LPG) (18.9 wt%). In contrast, ECAT-1 and ECAT-2 should be chosen for producing light cycle oil (LCO). For ECAT-3, the apparent activation energies of the conversion of heavy cycle oil (HCO) into light cycle oil (LCO), LCO into naphtha, and LCO into LPG are 60.5 42.5 and 58.3 kJ mol-1, respectively. In addition, those of the formation of coke from HCO, LPG and dry gas are 129.0, 4.4 and 40.7 kJ mol-1, respectively.",YES,NO,"The study focuses on kinetic modeling of catalytic cracking of plastic pyrolysis oil over FCC catalysts, with no reported GC-MS or detailed oil composition data for fingerprinting.",NO_OIL_INFO;CATALYST_MECHANISM_FOCUS
S0378382016300194__META_ABS.xml,"Title: Catalytic pyrolysis of flame retarded high impact polystyrene over various solid acid catalysts
Abstract: The catalytic pyrolysis of flame retarded high impact polystyrene (Br-HIPS) was performed in the presence of five different solid acid catalysts in order to remove the bromine from the derived pyrolysis oil. The catalysts were three zeolite materials (HY, Hβ and HZSM-5) and two mesoporous solids (all-silica MCM-41 and active Al2O3). The results showed that in the presence of HY and Hβ zeolites, a reduction of approximate 50wt.% in oil yield and a corresponding increase in wax and gas yields were obtained compared to thermal degradation. The addition of HZSM-5 showed less impact on product distribution and produced more oil compared with the other zeolites. The mesoporous catalyst of all-silica MCM-41 obtained the highest oil yield of 67.9wt.% and reduced the wax yield to 8.73wt.%. In terms of the composition of the pyrolysis oil, HZSM-5 and all-silica MCM-41 were favorable to produce more valuable single ring aromatics, such as toluene, ethylbenzene and cumene. Moreover, the catalysts exhibited pronounced debromination performance, especially the Hβ catalyst, achieving the debromination efficiency of 70.47%. The results confirmed the catalytic pyrolysis of Br-HIPS and debromination performance was well related to the textural properties of catalysts.",YES,NO,"Catalyst-mechanism-focused study with primary emphasis on debromination and catalyst performance, not on plastic oil fingerprinting.",CATALYST_MECHANISM_FOCUS;OIL_NOT_MAIN_PRODUCT
S0165237004001238__META_ABS.xml,"Title: Recycling of low-density polyethylene and polypropylene via copyrolysis of polyalkene oil/waxes with naphtha: product distribution and coke formation
Abstract: The thermal decomposition of polyalkenes was investigated as a recycling route for the production of petrochemical feedstock. Low-density polyethylene (LDPE) and polypropylene (PP) were thermally decomposed individually in a batch reactor at 450°C, thus forming oil/wax products. Then these products were dissolved in primary heavy naphtha to obtain steam cracking feedstock. The selectivity and kinetics of copyrolysis for 10mass% solutions of oil/waxes from LDPE or PP with naphtha in the temperature range from 740 to 820°C at residence times from 0.09 to 0.54s were studied. The decomposition of polyalkene oil/waxes during copyrolysis was confirmed. It was shown that the yields of the desired alkenes (ethene, propene), according to polymer type, increased or only slightly decreased compared to the yields from naphtha. In addition to the primary reactions, the secondary reactions leading to coke formation have also been studied. The formation of coke during copyrolysis of LDPE wax with naphtha was comparable to the coking of pure naphtha. Slightly higher formation of coke was obtained at PP wax solution at the beginning of the measurements, on the clean surface of the reactor. After a thin layer of coke covered the walls, the production was the same as that from naphtha. The results confirm the possibility of polyalkenes recycling via the copyrolysis of polyalkene oils and waxes with conventional liquid steam cracking feedstocks on already existing industrial ethylene units.",YES,NO,"The study focuses on co-pyrolysis of polyalkene oil/waxes with naphtha for ethylene production, with no detailed oil composition data or plastic fingerprint information reported.",CO_PYROLYSIS;NO_OIL_INFO
S0016236117305549__META_ABS.xml,"Title: Catalytic cracking of heavy fractions from the pyrolysis of waste HDPE and PP
Abstract: In the present paper, automotive waste plastics were considered as a potential source of fuels and chemicals. The feedstock in the experimental tests was represented by the heaviest fractions from the distillation of pyro-oil from the pyrolysis of high-density polyethylene (HDPE-wax) and polypropylene (PP-wax). Due to their very high viscosity both polymer-waxes were, prior to processing, diluted in atmospheric gas oil (GO). Mixtures with hydrotreated vacuum gas oil (HVGO) were also prepared and processed under simulated fluid catalytic cracking conditions via a MAT-test. The product distribution was similar to the one shown by the commercial FCC process: light gases (C1, C2), LPG, gasoline fraction, light and heavy cycle oil. To maintain optimal performance a commercial FCC equilibrium catalyst (FCC-ECAT) was used. When processing HDPE and PP waxes, high yields of profiling products – propylene and gasoline were obtained. In the case of the PP-wax feed without HVGO, the yield of gasoline was even higher than in case of pure HVGO. When cracking HDPE-wax feed mixtures the product distribution was oriented more towards the production of propylene. The composition of liquid products considering all types of feedstock consisted mainly of iso-alkanes and aromatics. The calculated values of microactivity for the HDPE-wax and PP-wax feedstock, with or without HVGO, were significantly higher than in the case of pure HVGO.",YES,NO,"The study focuses on catalytic cracking of heavy fractions (waxes) from pyrolysis, not on the primary oil composition from virgin or waste plastic pyrolysis, and reports no detailed oil fingerprint data.",CO_PYROLYSIS;NO_OIL_INFO;OIL_NOT_MAIN_PRODUCT
S0360544221016170__META_ABS.xml,"Title: Inhibitory and synergistic effects on thermal behaviour and char characteristics during the co-pyrolysis of biomass and single-use plastics
Abstract: The co-pyrolytic behaviour of single-use plastics (Polystyrene, Low-density polyethylene) and Eucalyptus biomass was investigated at variable temperatures (300, 400, 500, and 600 °C) and the effects of their interactions on the characteristics of solid chars were also studied. The variation in thermal profiles of ‘Δ Mass loss%’ showed the inhibitory and synergistic effects of plastics on the biomass degradation, resulting in higher and lower yields of char composite, respectively. The blend containing polystyrene exhibited the highest synergistic (Δ M ≈ 15.1) and inhibitory (Δ M ≈ - 4) effects. The thermal kinetics of blends also indicated the presence of both the effects through relatively higher and lower apparent activation energies compared to the calculated, before and during the degradation of plastics. Despite low fixed carbon contents and high volatile matter, polymer-coated char composites had higher fuel value indices (36–136%), energy yields (1–26%) and calorific values (15–21%), relative to biochar. After the complete degradation of plastics, char composites exhibited higher values of electrical conductivity (2–40%), surface area (15–64%), and cation exchange capacity (5–19%). These properties advocate the flexibility of char composites' applicability as solid fuel or soil amender depending on the optimized conditions of co-pyrolysis.",YES,NO,"Co-pyrolysis with biomass, no pure plastic oil composition data or focus on oil product.",CO_PYROLYSIS;NO_OIL_INFO
